601201.421,4009434.001,306.743 
601201.421,4009404.001,307.58 
601201.421,4009374.001,308.455 
601201.421,4009344.001,309.388 
601201.421,4009314.001,310.388 
601201.421,4009284.001,311.463 
601201.421,4009254.001,312.625 
601201.421,4009224.001,313.884 
601201.421,4009194.001,315.247 
601201.421,4009164.001,316.721 
601201.421,4009134.001,318.311 
601201.421,4009104.001,320.02 
601201.421,4009074.001,321.847 
601201.421,4009044.001,323.792 
601201.421,4009014.001,325.848 
601201.421,4008984.001,328.009 
601201.421,4008954.001,330.264 
601201.421,4008924.001,332.601 
601201.421,4008894.001,335.004 
601201.421,4008864.001,337.456 
601201.421,4008834.001,339.934 
601201.421,4008804.001,342.416 
601201.421,4008774.001,344.876 
601201.421,4008744.001,347.284 
601201.421,4008714.001,349.613 
601201.421,4008684.001,351.832 
601201.421,4008654.001,353.91 
601201.421,4008624.001,355.814 
601201.421,4008594.001,357.527 
601201.421,4008564.001,359.019 
601201.421,4008534.001,360.283 
601201.421,4008504.001,361.304 
601201.421,4008474.001,362.084 
601201.421,4008444.001,362.631 
601201.421,4008414.001,362.966 
601201.421,4008384.001,363.116 
601201.421,4008354.001,363.12 
601201.421,4008324.001,363.022 
601201.421,4008294.001,362.873 
601201.421,4008264.001,362.732 
601201.421,4008234.001,362.647 
601201.421,4008204.001,362.657 
601201.421,4008174.001,362.794 
601201.421,4008144.001,363.063 
601201.421,4008114.001,363.454 
601201.421,4008084.001,363.938 
601201.421,4008054.001,364.476 
601201.421,4008024.001,365.024 
601201.421,4007994.001,365.542 
601201.421,4007964.001,365.987 
601201.421,4007934.001,366.322 
601201.421,4007904.001,366.524 
601201.421,4007874.001,366.592 
601201.421,4007844.001,366.536 
601201.421,4007814.001,366.368 
601201.421,4007784.001,366.094 
601201.421,4007754.001,365.715 
601201.421,4007724.001,365.24 
601201.421,4007694.001,364.679 
601201.421,4007664.001,364.047 
601201.421,4007634.001,363.354 
601201.421,4007604.001,362.608 
601201.421,4007574.001,361.82 
601201.421,4007544.001,361.006 
601201.421,4007514.001,360.179 
601201.421,4007484.001,359.347 
601201.421,4007454.001,358.513 
601201.421,4007424.001,357.677 
601201.421,4007394.001,356.835 
601201.421,4007364.001,355.984 
601201.421,4007334.001,355.124 
601201.421,4007304.001,354.255 
601201.421,4007274.001,353.378 
601201.421,4007244.001,352.495 
601201.421,4007214.001,351.607 
601201.421,4007184.001,350.717 
601201.421,4007154.001,349.824 
601201.421,4007124.001,348.928 
601201.421,4007094.001,348.034 
601201.421,4007064.001,347.148 
601201.421,4007034.001,346.273 
601201.421,4007004.001,345.415 
601201.421,4006974.001,344.577 
601201.421,4006944.001,343.766 
601201.421,4006914.001,342.988 
601201.421,4006884.001,342.252 
601201.421,4006854.001,341.564 
601201.421,4006824.001,340.93 
601201.421,4006794.001,340.351 
601201.421,4006764.001,339.83 
601201.421,4006734.001,339.363 
601201.421,4006704.001,338.947 
601201.421,4006674.001,338.578 
601201.421,4006644.001,338.251 
601201.421,4006614.001,337.963 
601201.421,4006584.001,337.708 
601201.421,4006554.001,337.482 
601201.421,4006524.001,337.28 
601231.421,4009434.001,307.011 
601231.421,4009404.001,307.854 
601231.421,4009374.001,308.739 
601231.421,4009344.001,309.686 
601231.421,4009314.001,310.704 
601231.421,4009284.001,311.801 
601231.421,4009254.001,312.989 
601231.421,4009224.001,314.277 
601231.421,4009194.001,315.672 
601231.421,4009164.001,317.178 
601231.421,4009134.001,318.801 
601231.421,4009104.001,320.54 
601231.421,4009074.001,322.395 
601231.421,4009044.001,324.363 
601231.421,4009014.001,326.44 
601231.421,4008984.001,328.619 
601231.421,4008954.001,330.89 
601231.421,4008924.001,333.241 
601231.421,4008894.001,335.657 
601231.421,4008864.001,338.119 
601231.421,4008834.001,340.604 
601231.421,4008804.001,343.088 
601231.421,4008774.001,345.541 
601231.421,4008744.001,347.934 
601231.421,4008714.001,350.234 
601231.421,4008684.001,352.41 
601231.421,4008654.001,354.427 
601231.421,4008624.001,356.278 
601231.421,4008594.001,357.896 
601231.421,4008564.001,359.179 
601231.421,4008534.001,360.414 
601231.421,4008504.001,361.287 
601231.421,4008474.001,361.878 
601231.421,4008444.001,362.23 
601231.421,4008414.001,362.34 
601231.421,4008384.001,362.233 
601231.421,4008354.001,361.953 
601231.421,4008324.001,361.559 
601231.421,4008294.001,361.117 
601231.421,4008264.001,360.693 
601231.421,4008234.001,360.345 
601231.421,4008204.001,360.135 
601231.421,4008174.001,360.093 
601231.421,4008144.001,360.238 
601231.421,4008114.001,360.56 
601231.421,4008084.001,361.022 
601231.421,4008054.001,361.573 
601231.421,4008024.001,362.156 
601231.421,4007994.001,362.727 
601231.421,4007964.001,363.245 
601231.421,4007934.001,363.672 
601231.421,4007904.001,363.976 
601231.421,4007874.001,364.139 
601231.421,4007844.001,364.166 
601231.421,4007814.001,364.075 
601231.421,4007784.001,363.885 
601231.421,4007754.001,363.602 
601231.421,4007724.001,363.225 
601231.421,4007694.001,362.76 
601231.421,4007664.001,362.215 
601231.421,4007634.001,361.601 
601231.421,4007604.001,360.926 
